itemId,title,category,description,option1,option2,option3
B00004Z4AI,"3M 9089NA Drywall Sanding Screen, 4 3/16in x 11 1/4 in, 2-Sheet Fine-Grit","Industrial and Scientific, Abrasive and Finishing Products","3M Drywall Sanding Screens reduce loading to make your job easier and help you achieve smooth results. Their sharp silicone carbide mineral construction means long lasting performance. These screens can be rinsed and used again and again., Fine Grit Drywall Sanding Screen is made to fit most drywall sanding tools. Made with a sharp silicon carbide mineral for long-lasting performance. Waterproof and can be rinsed for reuse. Features an open mesh cloth backing which reduces loading.","Fine Grit, Drywall, plaster, For sanding drywall joints, patching compounds or plaster, Resist clogging, Open mesh backing reduces loading",3M,4609
B00004Z4DS,"3M High Temperature Flue Tape, 15-Foot Roll","Industrial and Scientific, Tapes, Adhesives and Sealants, Adhesive Tapes, Duct Tape","3M High Temperature Flue Tape, 15-Foot Roll, 3M High-Temperature Flue Tape is easily installed around seams in hot air ducts. It stops hot air leaks and may be used on surfaces up to 600 degrees F (315 C). Measures 1-1/2 inch by 15 foot","""1-1/2 inch x 15 hi-temp Silver flue tape"", Resists moisture and temperatures up to 600 degrees F, Seals metal flue pipe joints on furnaces, Heat resistant to 600 degrees Fahrenheit, 1.5 in. x 15 ft. roll",3M,3393
B000067S12,"FastCap 3rd Hand Support System 57-to-144-Inches, 2-pack #3HAND5","Industrial and Scientific, Professional Medical Supplies, Fluid Administration and Collection, IV Poles","FastCap 3rd Hand Support System 57-to-144-Inches, 2-pack #3HAND5, If you ever wished you had an extra hand, here it is. Starting at 5-feet and reaching to 12 feet, the 3rd Hand provides support, brace, or clamp for whenever you might need an extra hand. Great for installing upper cabinets, crown molding, and window coverings. 3rd Hand supports drywall, plastic barriers, ceiling panels, and light fixtures.","Reaches 5-to 12-feet; Action lever for secure pressure, Fully articulated ends, Textured rubber pads for gripping, Quick release lever, 2 identical supports included",Laserjamb,9676
B00006IC2O,VELCRO Brand - Sticky Back Hook and Loop Fasteners| Perfect for Home or Office |  15ft x 3/4in Tape | White,"Industrial and Scientific, Tapes, Adhesives and Sealants, Adhesive Tapes, Hook and Loop Strips","VELCRO Brand Sticky Back fasteners deliver strong holding power. Simple peel and stick application. For smooth surfaces such as painted wallboard, glass, metal and most plastics. VELCRO Brand is the original hook and loop fastener. Much better durability and strength than other off brand fasteners. They are available in squares, coins, strips, and tapes and come in a range of colors.These clear coins blend into most surfaces, no color matching required. A must have for any home, school or office. Great for organization.",,VELCRO Brand,1722
B000087KUA,"Scotch Heavy Duty Shipping Packaging Tape, 3&quot; Core, 1.88&quot; x 54.6 Yards, 6-Rolls (3850-6)","Industrial and Scientific, Tapes, Adhesives and Sealants, Adhesive Tapes","Scotch Heavy Duty Shipping Packaging Tape seals seams with one strip and keeps boxes closed. It also resists slivering, splitting and tearing. Now even the heaviest packages can withstand rough handling.","NOTE: The width of the tape is 2, The 3 is the core or the center of the tape as shown on the main image, Guaranteed to Stay Sealed. *Proof of purchase required for reimbursement or replacement of tape, Provides excellent holding power for heavy-duty packaging and shipping, Strong seal on all box types, including harder-to-stick-to 100% recycled boxes. Seals seams with one strip so boxes stay closed, Strong, durable solvent-free hot melt adhesive seals and protects. Your heavy packages can bear the weight and stay sealed through it all, Release coating makes unwind easy, ""3.1 mil thick, Resists slivering, splitting and tearing. You dont need layers of tape to get the job done - Just one strip - so you save time"", Scotch Brands strongest clear-to-the-core packaging tape, Meets U.S. Postal regulations for standard packages, Clear backing and instant adhesion, Made in USA with US and globally sourced materials",Scotch,154
B000093L55,"Scotch Commercial Grade Shipping Tape, 2 Rolls of Tape, 1 Dispenser (3750-2-ST)","Industrial and Scientific, Packaging and Shipping Supplies, Carton Sealing Tape and Dispensers, Carton Sealing Tape","Easy-to-use, soft-touch, Pistol-Grip dispenser for applying box sealing tape. Adjustable braking mechanism applies tension to tape. Holds tape up to 2"" wide and 60 yds. Long., Commercial packaging tape offers superior performance with hot melt adhesive. Performs in a wide range of environments and applications. Delivers instant adhesion. Tape resists center seam splitting and tearing. Packaging tape meets U.S. Postal Service and UPS Postal Service Requirements for Standard Packages. Tape includes a ST-181 Heavy-Duty Packaging Tape dispenser with an adjustable brake and retractable blade. Refillable dispenser holds tape up to 2"" in width.","Easy-to-use, soft-touch, pistol-grip dispenser for applying box sealing tape., Adjustable braking mechanism applies tension to tape., Holds tape up to 2"" wide and 60 yds. Long.",Scotch,3211
B0000CBJ7W,"GE Silicone 2+ Window &amp; Door Caulk, 10.1 Oz. Tube, Clear, GE5000","Industrial and Scientific, Tapes, Adhesives and Sealants, Caulk, Silicone Caulk","GE Silicone 2+ Window and Door 100% Silicone is a 100% waterproof sealant that is rain-ready in as little as 30 minutes. Ideal for a wide range of projects exposed to harsh weather from the attic to the basement. It is permanently flexible with a 10-year mold-free product protection. It will not discolor most metal finishes and adhere to porous materials such as brick and mortar. Guaranteed for as long as you own your home, GE Silicone II combines the convenience of indoor or outdoor use with possible use in a wide variety of applications in and around your home. Silicone II is available in easy-to-hold tubes or cartridges","GE 100% Silicone is 100% waterproof and 100% weatherproof, 30-minute exposure to rain and water, Ideal for exterior weatherproofing and sealing projects including windows, doors, siding, trim, and around vents, wire and pipes, Exceeds ASTM C920 Class 25 specifications, Permanently flexible to keep gaps sealed, shrink-proof and crack-proof, Will not break down due to extreme weather conditions, freeze-proof and sun-proof, 10-year mold-free product protection is resistant to stain-causing mold and mildew growth, Sealant adheres to more surfaces including metal, masonry, ceramic tile, laminates, glass, porcelain, granite, plastic and wood, Will not discolor high-end metal finishes such as chrome, bronze and nickel, Excellent adhesion for wet and dry applications",GE Momentive Performance Materials,7154
B0000CBJI6,"Dap 18275 DYNAFLEX 230, White 100% Waterproof Window, Door &amp; Trim Sealant, 10.1 oz","Industrial and Scientific, Tapes, Adhesives and Sealants, Industrial Sealants, Thread Sealants","DAP DYNAFLEX 230 delivers a ""Silicone Tough"" latex formulation for outstanding exterior performance against the elements. Developed for flexibility and crack proof performance, this sealant endures expansion and contraction without cracking or losing its seal. The paintable, durable sealant can fill gaps up to 1"" wide and the cured sealant is mold and mildew resistant. It has excellent adhesion to a wide range of building materials including wood, MDF, PVC, polystyrene, and composite trim board. Easy to gun out, tools smoothly and can be cleaned up with soap and water. Interior/exterior use. Meets ASTM Specification C920, Class 25., Dap 18275 ""230"" Sealant is DAP\s most advanced latex sealant technology. It combines superior flexibility and durability of a silicone with the easy tooling, excellent paintability and low odor of latex. Provides excellent adhesion and a watertight, weatherproof seal. Cured caulk is mildew resistant. Interior/exterior use. 50 Year Durability Guarantee. Meets Federal Specification TT-S-00230C, Type II, Class A and ASTM Specification C 920, Class 25.","DAP DYNAFLEX 230 delivers a ""Silicone Tough"" latex formulation for outstanding exterior performance against the elements., Developed for flexibility and crack proof performance, this sealant endures expansion and contraction without cracking or losing its seal., The paintable, durable sealant can fill gaps up to 1"" wide and the cured sealant is mold and mildew resistant., It has excellent adhesion to a wide range of building materials including wood, MDF, PVC, polystyrene, and composite trim board., Meets ASTM Specification C920, Class 25., Combines silicone performance with latex ease of use, Permanent adhesion and flexibility, Cleans up with water, Paintable, Meets the performance requirements of Fed. Spec. TT-S00230C, Type II, Class B (Clear: Class A)",DAP,5544
B0000DD1QQ,Insta-cure gap filling 2oz Bob Smith Ind.,"Industrial and Scientific, Tapes, Adhesives and Sealants, Cyanoacrylate Adhesives","Insta-Cure+ is a higher viscosity CA for loose fitting joints in which the adhesive must bridge gaps. Normally, the thicker CA is applied to one surface and then the parts are held tightly together for about 5 to 15 seconds. For large surface areas, including those with close fitting joints such as laminations, INSTA-CURE+ should also be used. To prevent premature curing, dont spread the glue into a thin film. Lay down a serpentine bead with about 1"" separations on one surface, then assemble the parts, letting the pressure spread the CA out.",Brand new item. Sealed in original package.,Bob Smith Industries,3332
B0000DD5EN,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown","Industrial and Scientific, Tapes, Adhesives and Sealants, Urethane Adhesives","The product that started it all. Original Gorilla Glue built a name for itself with its incredible, industrial holding power and versatility. The water activated polyurethane formula expands into materials to form an incredibly strong bond to virtually anything. Gorilla Glue is a 100% waterproof glue, safe for indoor and outdoor use and strong enough to stand up to the elements. Gorilla Glues your solution for almost any project or repair. Sand it, paint it, stain it. Simply stated, its the Toughest Glue on Planet Earth. Directions: 1.Prepare and Dampen the Surfaces: All surfaces must be clean, dust free and tight fitting. For shiny surfaces, such as metals, glass and some plastics, roughen up the material to give the glue something to bite into. Lightly dampen one surface with water. We recommend using a damp cloth or spraying with water. Do not saturate the surface. For dense hardwoods, lightly dampen both surfaces prior to gluing. 2. Evenly Apply Gorilla Glue Onto the Dry Surface. Carefully apply onto the dry surface. Do not over apply. We recommend wearing gloves or spreading the glue with a disposable brush. 3. Clamp the Two Surfaces Together Tightly. Make sure the clamping pressure is distributed evenly across the surface. Or, if you dont have a clamp, use heavy objects or Gorilla Tape to achieve the appropriate clamping pressure. Clamp objects for 12 hours. For best results, allow 24 hours to cure. 4. Clean up: If you need to remove any uncured squeeze out or wet glue, we recommend wiping with a dry cloth or using a standard paint thinner. Once the glue is dry, it is best removed mechanically: Try sanding, chiseling, scraping or picking. 5. Storage Tips: After each use, wipe the bottles lid and nozzle clean with a dry cloth. While still squeezing, tightly replace the cap and then store in a cool, dry place. You should expect a year shelf life. Click on the Gorilla link at the top of this page to see more fine products from the Gorilla Glue Company.","Incredibly strong and versatile; The leading multi-purpose waterproof glue, Best for tough repairs on dissimilar surfaces, both indoors and out, ""100% Waterproof; Doesnt break down when exposed to outdoor elements"", Versatile; Easily bonds wood, stone, metal, ceramic, foam, glass, concrete and much more!, Incredibly Strong: Expands 3 times into the materials to form an incredibly strong bond",Gorilla,3222
B0000DH4JZ,"Duck Brand 394471 Advanced Strength Duct Tape, 1.88 Inches by 60 Yards, Single Roll, Gray","Industrial and Scientific, Tapes, Adhesives and Sealants, Adhesive Tapes, Duct Tape","Duck Brand 394471 Advanced Strength Duct Tape, 1.88 Inches by 60 Yards, Single Roll, Silver, Almost everyone has a Duck Tape story to tell, usually praising its remarkable strength and versatility. Duck Brand Duct Tape has a wide range of applications, both traditional and nontraditional, and is now available in over 20 colors and patterns, making it even more useful than ever. Because of its strength and adhesive properties, you can use Professional Grade Duck Tape for almost any job, including everyday household and auto repairs-anywhere a flexible and weather-proof bond is needed. Professional Grade Duck Tape has a high-tack natural rubber adhesive system applied to a waterproof polyethylene film backing. It is cotton mesh-reinforced for extra strength. This durable 10 mil tape has both high tensile and tear strength with excellent conformability. Great for all your indoor and outdoor repairs. Usage includes HVAC, industrial, commercial, and automotive securing, seaming, repairing, bundling, splicing, packaging, masking, and moisture barrier applications. This product meets UL723 for flame spread and smoke development. Duck Tape conforms to both smooth and uneven surfaces, and can be used on materials such as cloth, vinyl, leather and plastic - even metal and laminates. Each roll of Duck Brand Professional Tape is 1.88 inches wide x 60 yards long. Duck Tape is great for any repair - anywhere.","Recommended for contractors and do-it-yourself users, More aggressive adhesion characteristics than Original Strength Duck Tape, Thick cloth with more fibers for increased strength, Improved durability for indoor/outdoor use, Single 1.88-inch x 60-yard roll",Duck,7022
B000132VIK,"Loctite 40140 Clear 40140 401 Prism Surface Insensitive Instant Adhesive, 20 mL Bottle","Industrial and Scientific, Tapes, Adhesives and Sealants, Cyanoacrylate Adhesives","Derail difficult situations with a general purpose adhesive for difficult-to-bond surfaces. Suited for bonding a wide range of materials, including metals, plastics, and elastomers. Ideal for close fitting applications.","General purpose adhesive for difficult-to-bond surfaces, Suited for bonding a wide range of materials, including metals, plastics, and elastomers, Ideal for close fitting applications",Loctite,7678
