itemId,title,category,description,option1,option2,option3
B0002AQMNW,"Marina 15 Watt Clear Showcase Bulb, 2-Pack","Pet Supplies, Fish and Aquatic Pets, Aquarium Lights","The Marina Aqua-Glo Showcase Bulbs are long-lasting, incandescent bulbs that provide decorative highlights to your aquarium plants and decorations. Available in a wide range of colors, the Marina incandescent light bulb will also serve as a gentle heat source for turtles and reptiles.","Incandescent 15 watt showcase bulb, Provides decorative highlights, Serves as a gentle heat source for turtles and reptiles, Highlights aquatic colors, 2-pack",Marina,3919
B0002ARMVS,ZuPreem Primate Diet Dry - 20 lb,"Pet Supplies, Small Animals, Food",Professional bird breeders and pet owners for years have fed ZuPreem Dry Primate biscuits to parrots as a great tasting and nutritious treat. Feed your bird what the professionals feed.,"Feed your bird what the professionals feed., Parrots love the great taste sensation of this nutritional treat",ZuPreem,8386
B0002ARUKQ,"Millers Forge Stainless Steel Dog Nail Clipper, Plier Style","Pet Supplies, Dogs, Grooming, Claw Care","Durable plier-style pet nail clippers must have for every groomer. Quality-made of stainless steel to withstand years of use. Comfortable red plastic grips and a spring-loaded cutting mechanism for more positive cutting action. Built-in guard can be moved into position to prevent the overcutting of the nails and there is a lock to hold the trimmers closed for storage and maintenance. Nail Clippers can be used for just about all sizes of dog, except very large breeds. Measures 8-inch length by 2-4/5-inch width by 1/2-inch height.","na, Made in the USA or Imported, Durable plier-style nail clipper, Comfortable red plastic grips and a spring-loaded cutting mechanism for more positive cutting action, Built-in guard can be moved into position to prevent the overcutting of the nails and there is a lock to hold the trimmers closed for storage and maintenance, Nail Clippers can be used for just about all sizes of dog, except very large breeds, quality-made of stainless steel to withstand years of use, Measures 8-inch length by 2-4/5-inch width by 1/2-inch height, Durable plier-style nail clipper, Comfortable red plastic grips and a spring-loaded cutting mechanism for more positive cutting action, Nail Clippers can be used for just about all sizes of dog; except very large breeds, Nail Clippers can be used for just about all sizes of dog; except very large breeds; quality-made of stainless steel to withstand years of use, Measures 8-inch length by 2-4/5-inch width by 1/2-inch height",Millers Forge,4287
B0002AS1B8,Bergan Wall Mounted Dispenser,"Pet Supplies, Dogs, Feeding andamp; Watering Supplies, Automatic Feeders","Designed to allow for controlled dispensing. The space saving unit that mounts easily to any wall with mounting hardware and instructions included., ""Bergans Wall Mounted Pet Food Dispenser is a beautifully functional space-saving solution to pet food storage. The dispenser is designed to keep food fresh, while keeping pet food odors out of your home. The wide opening makes it easy to pour dry pet food into the dispenser. Installation is easy, and the hardware and template for mounting the dispenser are included. Designed for controlled dispensing: simply hold your pets bowl below the spout and pull the handle. BPA Free, FDA compliant material. Measures 15.75 x 11.25 x 26.13. Made in the USA. (Can also be used to store and dispense cat litter.) Bergan products are designed to help you enjoy life with your pet.""","""Bergans Wall Mounted Dispenser is a beautifully functional space saving solution to pet food storage"", Lid is designed to keep pet food odors out of your home, while keeping food and treats fresh, Wide opening offers easy accessibility for pouring food and the spout is designed for controlled dispensing, Holds 40 pounds of dry pet food; hardware and template included for easy installation, Bergan products are designed to help you enjoy life with your pet, Mounts easily to any wall with hardware and mounting template included, <span class=""a-size-base a-color-secondary"">\n                Easy to access contents\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Airtight to keep food fresh\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Durable\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Sized just right for storage\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Ergonomic for easy handling\n            </span>",Bergan,6577
B0002ASAYG,Kaytee Super Play Tunnel Hanging Tube,"Pet Supplies, Small Animals, Houses and Habitats, Tubes and Tunnels","""Super Pets Play Tunnel is the perfect playtime and naptime accessory for small pets. The tunnel provides critters with a comfortable spot to snuggle and nap after a fun day of play. The tunnel comes with four durable straps so you can safely attach inside any wire pet home. Made from polyester fabric that is machine washable ensuring your friend will always have a clean place to snooze.""","Four durable straps for hanging can be positioned safely to any wire pet home, Machine washable, A cozy and secure resting spot, 15.5"" long, 4.5"" wide, For Rats, Chinchillas or Ferrets",Kaytee,6855
B0002ASBRM,"Kaytee Super Sleeper Cuddle E-Cup Bed for Small Animals, Colors Vary","Pet Supplies, Small Animals, Houses and Habitats, Beds","""Critters cant wait to curl up in comfort inside Critter Cuddle-E-Cup! The Cuddle-E-Cup features an ultra-soft, padded faux fur interior providing your pet with the ultimate cozy resting spot. Made from durable polyester material, the bed is machine washable. Comes with strong straps that secure the bed into position anywhere in your pets cage. Ideal for guinea pigs, rats, chinchillas and other small animals. Hand or machine washable in gentle cycle and tumble dry low heat.""","Perfect for guinea pigs, rats, chinchillas and other small animals, Cozy and secure small animal bed, Padded floor with foam-free filling, Dimensions: 10L x 12W x 5.5H, Machine washable, colors may vary",Kaytee,1832
B0002AT3MO,"XL Dog Crate | MidWest Life Stages Double Door Folding Metal Dog Crate | Divider Panel, Floor Protecting Feet, Leak-Proof Dog Tray | 48L x 30W x 33H Inches, XL Dog Breed","Pet Supplies, Dogs, Crates, Houses and Pens, Crates and Kennels, Basic Crates","The ""all inclusive"" Double Door Life Stages folding metal dog crate by MidWest Homes for Pets includes all of the features you will need to provide a convenient, safe and secure pet home for your best friend. This metal dog crate includes a free divider panel allowing you to adjust the size of the dog crate while your dog is still growing, a plastic leak-proof pan for easy clean-up in the event of an accident, a strong plastic carrying handle for easy portability and rubber ""roller"" feet on the bottom of the crate to protect your floors inside the home. MidWest Life Stages also feature our patented side clips which reinforce the dog crate and reduce possible sharp points ensuring a safe experience for you and your pet. The Life Stages Double Door metal dog crate configuration (with front and side door access) allows you to situate the dog crate to best fit your floor plan and folds down for convenient storage. The 48"" Life Stages (model 1648DDU) measures 48L x 30W x 33H inches and is suitable for ""extra-large"" dog breeds. **Please note the term extra-large dog is subjective. For the best fit, we advise that you check the measurements of the actual dog crate against your dogs adult weight and measurements. Your dog should be able to comfortably sit upright, lay down and easily turn-around inside the dog crate. When in doubt we suggest you purchase the larger crate option. We at MidWest Homes for Pets understand that your dog is a part of your family and that\s why we ensure our dog crates are manufactured with the highest quality control standards creating a safe home for your pet that you can feel confident with. MidWest Homes for Pets stands behind the quality of our products with our MidWest Quality Guarantee 1-Year Manufacturer\s Warranty. If you have any questions about our dog crates our customer service department would be glad to help you. MidWest customer service can be contacted at: 1-800-428-8560, available 9:00 AM - 4:00 PM, Monday - Friday.","Double door folding metal dog crate, Life Stages measures 48L x 30W x 33H inches and is suitable for XL dog breeds, Versatile 2-door dog crate includes a FREE divider panel, durable dog tray, carrying handle, ""roller"" feet to protect floors and a MidWest Quality Guarantee 1-year Manufacturer\s Warranty. Note, we manufacture the iCrate and the Life Stages Dog Crate. The main difference is the Life Stages is made of heavier gauge steel and has a tighter wire mesh making it stronger than iCrate, Two heavy duty slide-bolt latches (per door) securely lock dog crate door in place keeping your dog safely inside their pet home, Easy assembly and portable dog crate | Sets up in seconds w/ no tools required for assembly and dog crate folds flat for convenient storage or travel, Durable design creates a safe place for your pet while you\re away and provides for your dog\s instinctual ""den"" instincts. Patented rounded corner clips greatly reduce possible sharp-points your dog\s crate for a safer experience for you and your dog, <span class=""a-size-base a-color-secondary"">\n                Each MidWest product undergoes rigorous product testing from the product design phase and throughout the lifespan of the product line.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Our tests follow detailed procedures and evaluation methods and are designed to meet the highest of standards.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Our Customer Service team is ready to assist you!\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Use our size-breed chart to determine the appropriate size crate for your breed.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Choose a crate that will provide adequate space when your dog reaches his adult size.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Use the divider panel to adjust the length of living area as your puppy grows.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Acquaint your puppy with his new home. Start from early puppyhood and have your puppy sleep and rest in his home. He will begin to seek security and comfort inside his little and#039;dog room.and#039;\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Be gentle. Encourage your puppy to go into his home. Dont force him!\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Once he is comfortable with his home, simply restrain him at the door with the door, praising him lavishly. Soon he will be secure in his home with the door closed.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Understand that little puppies need to and#039;goand#039; about every 2-4 hours. On a schedule, (such as after feeding, before bedtime, first thing in morning) let your puppy out, teach him the route to the door, praise him at the door and take him out to the part of the yard you want him to use. Very quickly you are teaching him an elimination schedule that will stay with him for the rest of his life.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Supervise your pup anytime he is free in your home. Supervision is what allows you to direct behavior.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Never punish your pup by putting or forcing him into his home. Your pups home should be his secure place, it should not be associated with punishment, fear, or anything negative.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Visit midwesthomes4pets website for additional information on crate training and housebreaking.\n            </span>",MidWest Homes for Pets,8481
B0002DH2WO,"Living World Cuttlebone, Small Twin Pack (Carded)","Pet Supplies, Birds, Health Supplies","""Living World Cuttlebones are an excellent calcium source for birds. The rough edible surface helps to trim the beaks of birds as well as provide something for your bird to chew on. The cuttlebone is equipped with a holder, allowing you to place it throughout your birds cage. The Living World Cuttlebones can also be cut into smaller pieces or ground into a powder and used as a nutritional supplement for all types of birds.""","Great calcium source for birds to chew on, Rough surface keeps beaks trim and sharp, Derived from natural cuttlefish, Equipped with holder for easy placement, Twin Pack; Measure 5 inches long",Living World,3589
B0002DHHJM,Danner 12202 Carbon and Coarse Pad Replacement Filter,"Pet Supplies, Fish and Aquatic Pets, Aquarium Pumps and Filters, Filter Accessories",Danner 12202 carbon and coarse pad replacement filter,"Highest quality materials used to make high-end aquatic supplies, Provide the best environment for your aquatic life with Danner products, 100% designed and made in the USA with quality goods, Replacement filter, Carefully designed to maintain the effectiveness of the original filter, The coarse pad offers biological filtration, the carbon impregnated media offers chemical and biological filtration, and both offer mechanical filtration, Filtration helps support plant and fish life, For PM 1000 and PM 2000, Carbon and coarse filter media, Foam Large pads ,2 per pack",PondMaster,6314
B0002DHMC4,Cat Mate Large Cat Door White,"Pet Supplies, Cats, Cat Doors, Steps, Nets and Pens, Cat Doors","Specially developed for the largest cats or small dogs up to a shoulder height of 14 (360mm). A secure, double point 4 Way locking mechanism gives complete control of your pets movement. Self lining to 2 (50mm) - ideal for all doors and thin panels.","White large cat flap w/liner, 4 Way locking, Brush strip to reduce energy loss and silent action, Complete instructions included",Cat Mate,3868
B0002DIO4E,"SynergyLabs Dental Fresh Water Additive &ndash; Original Formula for Cats &ndash; Clinically Proven, Simply Add to Cat&rsquo;s Water Bowl to Whiten Teeth, Eliminate Bad Breath, and Improve Oral Health (8 oz. bottle)","Pet Supplies, Cats, Health Supplies, Dental Care",", Taking care of your catandrsquo;s oral health has never been easier. Dental Fresh Original Formula is truly the worldandrsquo;s first toothbrush in a bottle for your cat. Adding Dental Fresh to your catandrsquo;s water bowl daily equates to brushing their teeth every time they drink water andndash; without the struggles and hassles that most pet parents have had when trying to use a toothbrush on an unwilling cat. Dental Fresh is the only clinically-proven formula for cat oral health providing multiple benefits: cleans and whitens teeth, freshens breath, protects gums while treating gingivitis, prevents periodontal disease, and improves overall dental health.<br /> <br /> When cats develop dental disease, it can lead to additional problems throughout their body. That is why it is so important to recognize the signs of dental issues in your cat andndash; bad breath, yellow or brown teeth, swollen, inflamed, red, puffy gums, weight loss, and poor appetite andndash; and prioritize oral health. Dental Fresh makes that incredibly easy. <br /> <br /> Our clinically-proven water additive features a unique self-regulating formula that activates, releases and destroys bad breath causing germs and bacteria microorganisms only when exposed to bacteria, periodontal pathogens, and acidic areas where plaque has formed. The more andldquo;issuesandrdquo; present, the stronger the formula works for your cat. And, in turn, the less andldquo;issuesandrdquo; present, the less the formula targets those areas. All of the cats (and dogs!) in your household can safely drink from the same water bowl because each pet will receive a different dosage of the active ingredient, depending on their individual dental needs. And unlike many water bowl additives on the market, Dental Fresh contains no alcohol, no sugar, no surfactants or detergents, and no pungent mint flavors. It does not cause staining, has no taste or artificial flavorings, and can be safely used long-term. Dental Fresh Original Formula for Cats is available in an 8-fluid ounce bottle.<br /> <br /> We know that your cats are more than just pets - they are part of the family - so Dental Fresh designs premium oral health products that pet parents can actually afford. Your cat will have fresher breath, whiter teeth, and healthier gums and you will feel confident knowing that you are being proactive with your catandrsquo;s oral health andndash; making you both happy and able to focus on more important things like naps, games and snuggles.","TOOTHBRUSH IN A BOTTLE  Dental Fresh Original Formula is the worlds first and only clinically proven toothbrush in a bottle for cats. Safe and beneficial for everyday use, adding Dental Fresh to your cats water bowl daily equates to brushing their teeth each time they drink water  but with much less hassle!, WORKS BASED ON YOUR PETS NEED  Dental Fresh features a unique self-regulating formula that activates, releases and destroys bad breath causing germs and bacteria microorganisms only when exposed to bacteria, periodontal pathogens and acidic areas where plaque has formed. Even if your cats drink from the same water bowl, each cat in your household will receive a different dosage of the active ingredient, depending on their individual dental needs., GOODBYE BAD BREATH  In addition to instantly freshening even the worst cat (and dog) breath, Dental Fresh is the only clinically-proven formula for cat oral health that cleans and whitens teeth, freshens breath, protects gums while treating gingivitis, prevents periodontal disease, and improves overall dental health., ""MAKES CLEANING TEETH EASY - With Dental Fresh, cleaning your cats teeth could not get much easier. Simply add Dental Fresh to their water bowl every day, and youre done! Dental Fresh was specifically developed to make it simple and quick to manage your cats oral health, without any hassle or struggles. Your cat wont even know its in the water!"", EFFECTIVE AND AFFORDABLE  SynergyLabs Dental Fresh oral health products are created with premium ingredients and available at a price that pet parents can afford. We know your cats and dogs are more than just pets, because we are pet parents too., <span class=""a-size-base a-color-secondary"">\n                Bad Breath  Caused by Bacteria Build-Up, Which Can Lead to Dental Disease.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Yellow or Brown Teeth.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Swollen, Inflamed, Red, and/or Puffy Gums.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Weight Loss. Poor Appetite.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Schedule Regular Vet Visits for Professional Cleanings.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Use Dental Fresh for Dogs, Daily.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Brush Your Pets Teeth with Dental Fresh Tri-Head Toothbrush and Toothpaste.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Give Your Pet Dental Chews Specially Formulated for Dogs or Cats.\n            </span>",SynergyLabs,4049
