itemId,title,category,description,option1,option2,option3
205690,1000 Amps,"Adventure,Indie","Light up the world! As Plug, you are charged with restoring the expansive Amp-Tree-System, and thwarting an enigmatic intruder. Solve puzzles and explore in 1000 Amps! Key Features: Illuminate the darkness by lighting up whatever you touch. Teleport into any un-occupied space with a simple mouse click. Explore the expansive and labyrinthine Amp-Tree-System, finding new power ups strewn throughout. Tackle challenges in whatever order you like, thanks to the open world design. Over 150 rooms to complete and explore. Save anywhere, at anytime.",Single-player,"Puzzle-Platformer,Indie,Platformer,Puzzle,Adventure,Metroidvania,2D,Singleplayer","Feb 22, 2012"
388080,Borderless Gaming,Utilities,"Borderless Gaming forces borderless-fullscreen mode in any game. Stream at any resolution while still being able to easily alt-tab out as if you were in windowed mode. No more risk of crashing in badly optimized games when you want to switch songs or check your email. A lot of games run smoother when running in a window, the need for V-Sync goes out the window, it's simple to use and you can click and forget. No more apps with overly complex methods of adding games or useless features bloating up your system resources. It's also open source so anyone can contribute to making it the best tool out there. See the links in the side bar for the releases/source code. When you buy Borderless Gaming you're choosing to support the development. You can always get it free on Github if you're lacking coins. Enjoy the Borderless Gaming today","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Utilities,Software,Indie,Anime","Jul 23, 2015"
342260,Nevermind,"Adventure,Indie","NOTE: You do NOT need a heart rate sensor to play Nevermind . With or without a heart rate sensor, emotion-based biofeedback will be available via almost any standard webcam on a min-spec (or higher) Windows or Mac machine*. Without a webcam or heart rate sensor, the biofeedback-specific features will be unavailable, but the core game itself will be fully playable and enjoyable as an atmospheric mystery-adventure game. Nevermind is a biofeedback-enhanced psychological thriller that takes you into the dark and surreal world within the subconscious minds of psychological trauma patients. As you solve puzzles and explore the twisted labyrinths of the mind, biofeedback technology monitors your feelings of fear, tension, and anxiety with each passing moment. If you let your fears get the best of you, the game becomes harder. If you’re able to calm yourself in the face of terror, the game will be more forgiving. Nevermind ’s goal is to create an unforgettable gameplay experience that can help teach you to be more aware of your unique internal responses to stressful situations. If you can learn to control your feelings of stress and anxiety within the disturbing realm of Nevermind , just imagine what you can do when faced with those inevitable stressful moments in the real world… A one-of-a-kind atmospheric terror game that can sense your feelings of fear—creating an experience unlike anything you've played before. A hauntingly surreal interpretation of psychological trauma. Players must unravel the mystery of each patient's buried trauma, exploring darkly beautiful landscapes, solving puzzles, and unearthing clues along the way. If played with biofeedback technology , Nevermind challenges you to stay calm in the face of stressful scenarios, helping equip you with the tools to manage stress and anxiety in everyday life. Supports a range of biofeedback technology, virtual reality, and the Tobii EyeX eye-tracking controller. Extensive Intel® RealSense™ technology support for physiological biofeedback tracking, unique gesture detection, and facial recognition events that can ONLY be experienced with RealSense! Affectiva’s Affdex technology enables emotional biofeedback tracking via virtually any standard webcam ! Confirmed physiological biofeedback detection via the Apple Watch**, Wild Divine IomPE, Garmin Heart Rate Chest Strap, Mio LINK sensors, and more! Players can combine both physiological and emotional biofeedback for an incredibly accurate and responsive experience! For more information about supported devices, please see * Note: Webcam-based biofeedback is unavailable when played on VR platforms. For more information on our supported technologies and compatibilities, please visit: www.nevermindgame.com/tech ** To play Nevermind while using an Apple Watch, you must also download the Apple Watch app. For more information on how to use the Apple Watch with Nevermind and links to where you can download the app, please visit: www.nevermindgame.com/AppleWatch Important Note: The sensors listed represent devices compatible with Nevermind as of December 2017. As operating systems, hardware, and computers continue to evolve, please be aware that some of these devices may not work with Nevermind in the future. We cannot guarantee that devices or biofeedback will properly function any time after that date. ... DISCLAIMER This game has not been evaluated by the U.S. FDA and is not intended to diagnose, treat, cure, or prevent any disease. The consumer-grade technologies supported by Nevermind are not medical devices nor should they be considered medical instruments. Tobii EyeX Eye-Tracking Controller With a Tobii EyeX eye-tracking controller, several aspects of the game can be influenced by simple eye movement - unlocking new features throughout the entire game as well as some brand new surprises within each level. For more information about the Tobii EyeX, please see / GAME PADS Nevermind currently has limited controller support for several D-pad based controllers (NOTE: a keyboard is still needed to enter the doctor’s name during the registration process). We currently support: Wired USB Xbox 360 Controller Wired USB Xbox One Controller Logitech’s RumblePad 2 Controller Logitech Gamepad F310 Logitech Gamepad F710 Nevermind supports Razer Chroma technology! For more information about Razer Chroma, please see","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Psychological Horror,Indie,Horror,Puzzle,Mystery,Surreal,Story Rich,Atmospheric,Thriller,First-Person,VR","Sep 29, 2015"
267360,MURI,Action,"MURI is a DOS-style shooter from Remar Games and Ludosity. After the colonization of Mars, a team of scientists design an armor suit of cataclysmic power, sparking a conflict between several factions. When Mars suddenly vanishes, one woman sets out to discover the fate of humanity. Inspired by the games of its time, MURI is an authentic '80s experience, with the focus often changing between run-and-gun action and more tactical combat. Game features * PC speaker music and sound * 16-color EGA graphics * Optional TURBO mode!","Single-player,Steam Trading Cards,Partial Controller Support","Action,Platformer,Retro,Female Protagonist,2D,Indie,Sci-fi,Pixel Graphics,Old School,Singleplayer,Cute,Metroidvania","Dec 6, 2013"
336670,HIT,Free to Play,"WHAT IS HIT? HIT is a free game offered at no cost to players. We do not have in-game purchases or DLC for sale. As a small group of developers with limited resources, we want to give this game to you for free to enjoy. We spent a lot of time balancing and enhancing the game throughout our development cycle, which often introduces bugs. We did our very best to test for quality, but undoubtedly many issues have slipped through the cracks and we are continuing to address them. We appreciate you understanding that HIT is not perfect, but we really want to share it with all of you and hope that you can see the love we have put into it. ~The HIT Team GAMEPLAY: HIT is a, multiplayer, deception-based shooter. HIT IS AN ONLINE-ONLY GAME, BEST PLAYED WITH AT LEAST 5-8 PLAYERS SIMULTANEOUSLY. Betray your friends, sniff out a Rogue Agent, and stop a mad scientist’s dastardly plot! FEATURES: -As an Operative: Work as a team to stop an evil genius’s missile launch -As the Rogue Agent: Secretly sabotage the Operatives and dodge the blame -Play as 4 different characters, each with unique abilities -Explore a luxurious volcano lair -Enjoy short, fast-paced, online gameplay sessions Developed in Unreal Engine 4, HIT is a multiplayer, third-person shooter for up to 8 players that revolves around deception, treachery, and espionage. Set in a sleek, 70s-style super-mansion and glazed with a decadent layer of treacherous whimsy, HIT is stylish, deceptive, and uproarious fun. TOTALLY FREE MODEL: HIT is available absolutely free with no advertisements or in-game purchases.","Multi-player,Co-op,Partial Controller Support","Free to Play,Multiplayer,Funny,Action,Shooter,FPS,Comedy,Third-Person Shooter,Open World,Gore,Co-op,First-Person,Survival,Casual,Controller,Singleplayer","Feb 9, 2015"
818390,The Deer,"Adventure,Indie","Key Features! 3 different modes to choose from: Origins, Story, and Rudolph's Revenge. Highly detailed map inspired by the Colorado wilderness. Enemy is inspired by real life legends such as the Skinwalker and Wendigo. Steam Achievements. Origins Mode Take on the role of deer hunter, Mark Owens, in this mode which takes place years before story mode where you will have to prevent the curse of the Agilevak from taking over Grapeberry State Park. Dynamic Gameplay with Player, Enemy, and Item spawns changing every time you play. Collect the Totems while avoiding the Agilevak. Avoidable AI. Story Mode Take on the role of bigfoot hunter, Anthony Grant, with your partner, Chad Foster, in this longer mode where you will uncover the truth of the real reason why Grapeberry State Park closed down a year ago. Companion: Chad Foster. 4 Different Endings. 7 Collectibles that unlock an achievement when found. Rudolph's Revenge Mode Help save Christmas in this mode before Rudolph takes his revenge! Collect 7 presents. Rudolph skin for The Deer.","Single-player,Steam Achievements","Adventure,Indie,Gore,Violent,Horror,Hunting,First-Person,Singleplayer,Mystery,Multiplayer","Dec 16, 2019"
368730,No Time To Explain Remastered,"Action,Adventure,Casual,Indie","'I Am You From The Future! No Time To Explain, Follow m-OH CHRIST!' Chase your future self through time and alternate realities while fighting giant monsters, collecting hats, and eating cake! No Time To Explain is a game about Time Paradoxes, Jetpack Guns and Ribs In People's Eyes. It's a comedy platformer featuring great music, voice acting and gameplay that becomes more ridiculous as you go. Key Features Completely rebuilt from ground up in Unity! The Remastered version of No Time To Explain is how the game was originally intended to be played. Now with local multiplayer! USE THE POWERFUL FUTURE CANNON as a gun AND a jetpack! PLAY AS NEW CHARACTERS to blast, beam, slingshot and catapult yourself through fire, acid and fairy-cakes! TEST YOUR GUN-GLIDING MASTERY: There are 60 wearable hats hidden around these levels, but where are they? FACE OFF against giant monsters from alternate timelines, including the most horrific of all: your evil alternate self! Kill giant alien crabs! Eat cake! Fight sharks! Jump on stuff! Play fullscreen! Perform awesome dance moves while wearing collected hats! Play different versions of yourself from the future! Fully original Soundtrack! Create and share your own levels in the built-in Level Editor! About tinyBuild We're an indie game development and publishing company. No Time To Explain is our first game. It came out of a successful Kickstarter and Greenlight adventure. Since No Time To Explain, we started helping other developers with their games. After getting enough muscle behind our internal studio, we came back to No Time To Explain, and completely remade the game in a proper engine. No Time To Explain Remastered is free for everyone who owns the original!","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on TV,Remote Play Together","Indie,Action,Adventure,Casual,Platformer,Comedy,Funny,2D,Difficult,Time Travel,Multiplayer,Great Soundtrack,Singleplayer,Gore,Memes,Local Co-Op,Remake,Local Multiplayer,Blood","Jul 17, 2015"
294440,Shadowgate,"Adventure,Indie","Shadowgate is one of the most well-known and beloved point-and-click adventure titles in gaming history. As one of the original titles in the popular MacVenture series that went on to be celebrated on the NES, GBC, and Nintendo 64, Shadowgate quickly endeared players with its fantastic atmospheric soundtrack, perilous locations to progress through, countless puzzles to solve, and more ways to gruesomely die than gamers previously thought possible. Thrust into the role of 'The Seed of Prophecy,' players travel deep into the living castle, in hopes of defeating the evil that dwells within – the dreaded Warlock Lord. Now, nearly 30 years after the original version haunted Mac and NES gamers, the original development team behind that timeless classic is back with a full re-imagining of the original Shadowgate . Much more than a port, the team at Zojoi has painstakingly redesigned the game from the ground up, adding in tons of new mind-bending puzzles, lots of new rooms with stunning hand-painted 2D graphical detail, and more objects to interact with and help you along your quest. Decide how YOU want to play this new, re-imagined Shadowgate ! Want the modern adventure experience? Use the wheel-based icon command system. Want the retro experience? Employ the Classic command system and turn on the retro graphics, soundtrack, text box, and room transitions. Want a more cinematic experience? Switch to Immersive mode by auto-hiding the UI and using customizable hotkeys to explore the castle. Or mix and match the options to satisfy your play style. In Shadowgate , there are plenty of new features and fun throwbacks to the original version to satisfy veteran adventurers and newcomers alike! Key Features Customized UI : Play the way you want! Use modern wheel-based icon commands, classic on-screen commands, or jump into Immersive mode to auto-hide the UI elements. Create key binds, lock commands and keys, and more. The Dread Pumpkin Quest : A new mini-quest, find and free the Dread Pumpkin! First Person Adventuring : Utilize your inventory, mapping system, and intuitive UI to complete your quest. Dangerous Dungeons : Tons of beautifully illustrated rooms featuring both new and familiar locations, offering a new gameplay experiences. Mind-bending Puzzles : Lots of new and updated puzzles that seamlessly expand on the original game. Difficulty Levels : Four different difficulty levels (from the novice to expert) that actually change the gameplay experience and puzzle structure. For the ultimate challenge, try Ironman mode that disables saves and requires players to finish the game in one try. Retro Mode : Play the game like it’s 1989! Toggle on pixelated graphics, listen to Hiroyuki Masuno’s original NES chip tunes, move between rooms with NES transitions, and enjoy the text in retro format. Storytelling : Shadowgate features dramatic cut-scenes and all the same great storytelling you expect from the original creators. Cinematic Score : A digitally-orchestrated, dynamic soundtrack that changes with gameplay by composer Rich Douglas. Soundscapes : A complete atmospheric and puzzle-based sound design featuring hundreds of sound effects. Also check out the original MAC and IIgs version of Shadowgate available now! /","Single-player,Steam Achievements,Steam Trading Cards","Point & Click,Adventure,Remake,Puzzle,Singleplayer,Cult Classic,Retro,Great Soundtrack,Dark Fantasy,First-Person,Atmospheric","Aug 21, 2014"
269250,WORLD END ECONOMiCA episode.01,Indie,"From the author of Spice and Wolf , Isuna Hasekura, comes WORLD END ECONOMiCA. The opening video features music by Kishida Kyoudan &amp; The Akeboshi Rockets, known for the opening songs for High School of the Dead and Strike the Blood. A three part visual novel set in the far future on the moon, 16 years after humans have begun to colonize it. A young boy named Haru has been chasing his wildest dream. His dream is to stand where no man has stood before, and in order to do so he needs capital, a ludicrous amount of capital. What better place to get that amount of capital by using the stock market? There are two key rules that govern the stock market. The first rule: Never take a loss. The second rule: Never forget the first. Only those who follow these rules are able to obtain enormous wealth...","Single-player,Steam Trading Cards","Visual Novel,Anime,Indie,Economy,Sci-fi,Singleplayer,Thriller,Linear,Story Rich,Crowdfunded","Jun 17, 2014"
351490,Intergalactic Bubbles,"Casual,Indie","Blast your way through space in this innovative 3D bubble puzzler! Bounce, bobble, swing, and explode bubbles across the universe. Intergalactic Bubbles advances the classic match-3 genre into the 21st century with stellar graphics, 3D action, and upgrades. 'It's a great game!' - James Bartholomeou, Initiative Check Sectors full of levels provide hours of bubble blasting challenges. Upgrade your abilities to enhance your play style. Use power bubbles alone or combine them to unleash devastation!","Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie,Puzzle,Singleplayer,Arcade,Shoot 'Em Up,Family Friendly,Match 3,Space,Retro,Strategy,Anime","May 29, 2015"
292180,X-Plane 10 Global - 64 Bit,Simulation,"X-Plane 10 Global is the latest version of a simulator that has been in development continuously for almost 20 years. This latest version of X-Plane 10 brings numerous improvements and enhancements for PC, Mac and Linux virtual pilots, unleashing the power of modern systems with its 64 bit processing and multi-core support. Designed to be the most flexible flight simulator it has a fully open structure that allows the enthusiast to change every part. With thousands of compatible add-ons there is no kind of flying craft that is not simulated and there is a whole world to explore. Boasting a 20 year old pedigree, X-Plane utilizes Incredible cloudscapes to bring the sky to life whilst the ground depicts real-world roads, cities, towns and more to ensure the most realistic flying experience possible. The completely new rendering engine shows the world around you in high detail and with global illumination so lights behave like real lights. The core is a virtual wind tunnel that creates the most realistic flight modeling available on a desktop. Equally capable of simulating every type of aircraft, the virtual pilot is able to experience the challenges of flying big airliners or tiny ultra-light aircraft. The realism of X-Plane 10 Global is proven by the fact that X-Plane is used as a certified training tool. Each aircraft flies just as it should, from the glider to the Space Shuttle! Air Traffic Control will guide you from startup to shut-down and also controls the other aircraft around you. Those other aircraft are not robotic as they are in other simulators, but they interact with the world in the same way as your own aircraft does. They will fight the same cross winds and turbulence as you encounter, they will need more runway to stop when the weather conditions are not favorable. Just like real pilots do, you will watch their take-off to be prepared for what your take-off will be like. It’s still simulated but it gets very close to real aviation! X-Plane 10 Global is built with the future in mind and makes full use of the hardware in your system. If you own a fast multi-core machine you will be able to simulate more aircraft around you and see more details but even with a moderate machine X-Plane 10 Global is capable of displaying a tremendous amount of objects without slowing down. Features Super accurate flight characteristics using a virtual wind tunnel Includes 30 aircraft, from gliders to the Space Shuttle Online flying with other virtual pilots Air Traffic Control actually controls the other aircraft around you Accurate terrain, roads and more Global ‘Plausible World’ auto generated scenery New rendering engine with innovative global lighting 64 Bit optimized Totally flexible and extendable with thousands of existing add-ons (and many more to come) Includes super-detailed scenery for Nice (LFMN), Paderborn-Lippstadt (EDLP) and Faro (LPFR) printed “Quick Start Guide” included Default Scenery Having installed the software via Steam you only have the main simulator as well as the Seattle region. More scenery has been divided into various free and optional DLCs. Installation of said DLCs is quite simple and is done very fast. -&gt; Guide","Single-player,Multi-player,Cross-Platform Multiplayer","Simulation,Flight,Realistic,Open World,Multiplayer,Adventure,Free to Play,Singleplayer,Moddable,First-Person,Jet,TrackIR","Jul 14, 2014"
