itemId,title,category,description,option1,option2,option3
B00006IFNA,"Fiskars 94817797 Micro-Tip Scissors, 5 Inch, Orange",Tools_and_Home_Improvement,"[""These scissors feature precision-ground, corrosion-resistant, adjustable stainless steel blades. Equipped with comfortable, orange handles molded to blades. Manufacturer's limited lifetime warranty.""]","['Ideal for cutting tight patterns and intricate details on a wide range of fabrics, cutting at awkward angles or in tight spaces or making quick thread snips', 'Micro-Tip blades provide superior cutting precision', 'High-grade, precision-ground, stainless-steel blades offer a lasting sharp edge that cuts all the way to the tip', 'Length: 4.9 inch', 'Lifetime warranty']",Fiskars,6596
B00006IFNC,Fiskars No.8 Premier Easy Action Bent Scissors,Office_Products,"['Winner of the Arthritis Foundation Ease-of-Use Commendation, our Easy Action Scissors are the perfect choice for people with arthritis or limited hand strength. A spring-action design opens the blades after each cut, greatly reducing the effort needed for this basic motion. High-grade, stainless-steel blades feature a precision-ground edge that stays sharp longer and cuts all the way to the tip  essential for anyone who cuts fabric. An ergonomically sculpted handle with Softgrip provides excellent cutting control and comfort, and a bent handle design keeps materials flat for precise cuts every time.', ""Softouch Multi-Purpose Shears cut leather, upholstery, vinyl's, cardboard and more. SoftGrip material on smooth contour handle offers more comfort and less slipping while cutting.""]",[],Fiskars,1893
B000096P32,Testors Enamel Finishing Paint Set with Carousel,Arts_Crafts_and_Sewing,['His Enamel paint set with a carousel will make the perfect gift for any modeler. The convenient paint holder is filled with items that no modeler should be without. Kit contains 12 1/4oz Testor Enamel paints.'],"['The set also includes; Broad Tip Brush, Fine Tip Brush and a 1/4 inch Brush', 'NOTE: Solvent based products cannot be shipped outside the Continental USA', 'Gloss Red, Blue, Yellow, White, Black', 'Green, Orange, Gray, Silver, Brown', 'Also in Thinner', 'The set also includes; Broad Tip Brush, Fine Tip Brush and a 1/4-Inch Brush', 'NOTE: Solvent based products cannot be shipped outside the Continental USA', 'Gloss Red, Blue, Yellow, White, Black', 'Green, Orange, Gray, Silver, Brown', 'Also in Thinner']",Testors,7531
B0000AE6BL,Logan 270-10 Replacement Mat Cutters Blade,Arts_Crafts_and_Sewing,['Logan 270-10 Replacement Mat Cutters Blade'],"['Replacement mat cutters blade is the best way to cut a great mat is with a sharp blade', 'This replacement blades are the only blades specifically sharpened to give a professional finished edge to a mat', 'Always use replacement blades in your cutter for outstanding results', 'Comes in 10-piece per pack']",Logan,3705
B00013MU3Q,"Omnigrid 2101 Invisible Grip Roll, 12-1/2 by 36- Inch",Arts_Crafts_and_Sewing,"['Omnigrid Invisi-Grip is a clear, non-slip material that is applied to the underside of rulers, cutting mats and templates. Invisi-Grip keeps your ruler from slipping and sliding. Simply cut to size, peel off carrier paper and apply to ruler. Removes easily without leaving a residue. Roll measures 12-1/2 by 36-inch.']","['Great for helping beginners learning to handle rulers.', 'Invisible when applies for clear view', 'Can be cut to fit any size ruler, 1 roll covers several rulers', 'Makes any ruler non-slip', 'Made in usa']",Omnigrid,4817
B0001DS1RA,Dritz 252 Looped Needle Threaders - 6 Count,Arts_Crafts_and_Sewing,['Small loop on threader holds thread securely as it passes through eye of needle.'],"['Use to thread loopers on sergers', 'Can also be used for stringing beads', 'Store on a Magnet']",Dritz,4595
B0001DSADA,"Warm Company Batting 90-Inch by 96-Inch Warm and Natural Cotton Batting, Full",Arts_Crafts_and_Sewing,"[""Warm and Natural Cotton Batting: Full Size 90 by 96-inch. This batting will not separate; bunch or beard. This 100-percent USA grown cotton is punched with hundreds of needles through a thin base material (polymer fibers) to prevent tearing; shifting; migrating or creeping through the cover fabric making it 87-1/2-percent cotton/12-1/2-percent polymer fibers. Needled cotton's flexibility makes it ideal for both inside and outside use. Fibers are held together without glue so a quilting needle glides easily through the batting. What an incredible difference. No need to pre-wash; machine washable after quilted; can be used as an exterior fabric; quilt up to 10-inch apart; easily dyes and your fabric will cling to the batting while quilting. Made in USA.""]","['Ideal batting for indoor or outdoor use', 'Includes 90-inch by 96-inch batting', 'No need to pre-wash; machine washable after quilted', 'Made in USA']",Warm Company Batting,5115
B0001DSIHI,Dritz Stitch Witchery Fusible Bonding Web Regular Weight.625&quot; X20yd,Arts_Crafts_and_Sewing,['DRITZ-Stitch Witchery Fusible Bonding Web is regular weight and can be used for hems trims and belts. Offers the home sewer and crafter new and innovative ways to finish projects neatly and professionally. Bonds 2 layers of fabric together when activated by a steam iron. Machine washable and dry cleanable. Size: 5/8 by 20 yards.'],"['DRITZ-Stitch Witchery Fusible Bonding Web is regular weight and can be used for hems trims and belts', 'Offers the home sewer and crafter new and innovative ways to finish projects neatly and professionally', 'Made in United States']",Dritz,369
B0001DS4YK,Loran Needle Threader,Arts_Crafts_and_Sewing,['Easily threads long eye needles. Place hand needle on threader. Lay thread over the hook. Pull thread through the threader.'],"['Threading a needle is as easy as 1, 2, 3!', 'One needle threader per package.', 'Instructions for use on back.']",LoRan,8663
B0001DT3ZY,"Fiskars 23527097J Circle Hand Punch, 1/4 Inch, Purple",Arts_Crafts_and_Sewing,"['Great for people who prefer more traditional crafting tools, Fiskars Hand Punch offers versatile, comfortable use. Its great for creating confetti, hang holes for gift tags and more. It includes a cushioned grip for comfortable long-term use and a confetti catcher to keep the clippings off your work surface. Additionally, all of our Hand Punches include a color-coded handle for easy identification.']","['Traditional design is ideal for punching simple shapes in craft projects for both functional and decorative purposes', 'Cushioned grip provides comfortable use', 'For best results, use on 65-lb. cardstock and lower', 'Lifetime warranty']",Fiskars,6431
B0001DS70G,Colonial Needle Sharps Hand Needles-Size 5/10 20/Pkg,Arts_Crafts_and_Sewing,['John James Sharps Needles Assorted Sizes 5/10 20ct.20/card Made in England. Finest Quality English Needles. The perfect start to any project. Made in United Kingdom.'],"['Finest Quality English Needles', 'These are a great way to add extra design to whatever project you want to add it to', 'The perfect start to any project']",Colonial Needle,6718
B0001DTWYG,Armour Etch 2.8 Oz Etch Cream,Arts_Crafts_and_Sewing,"['Armour Etch is a fast acting specially formulated glass etching compound that lets you create permanently etched designs on windows, mirrors and household glassware. Create your own custom glass etching stencil or use a pre made stencil like Rub N Etch, Over N Over or Peel N Etch. This unique glass etching system allows anyone to personalize and decorate glass or mirrors in minutes with no previous experience. Try it, you will love it. Not intended for use by children. Will NOT etch Pyrex or plastices. NOT recommended for etching large solid areas of glass.']","['3-ounce bottle of armour etch crea', 'Etchings are permanent', 'Dishwasher-safe']",Armour Etch,2948
B0001DSIVY,Dritz Deluxe Seam Ripper,Arts_Crafts_and_Sewing,"[""Ditz Deluxe Seam Ripper is a large sized seam ripper that has a handle that is easy to grip. It comes with a clear plastic cap, a safety ball to protect fabric and it's made from hardened steel to last a lifetime.""]","['Use seam ripper to cut and remove unwanted stitches', 'The Ditz Deluxe Seam Ripper is small and convenient; This tool is indispensable for removing stitches', ""It comes with a clear plastic cap, a safety ball to protect fabric and it's made from hardened steel to last a lifetime"", '<span class=""a-size-base a-color-secondary"">\n                Always store in a safe place, and use the cover to protect sharp point.\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Periodically clean with rubbing alcohol to remove sticky debris that may buildup from stabilizers, fabric glue, etc.\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Deluxe Seam Ripper\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Seam-Fix Seam Ripper\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Curved Blade Seam Ripper\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Ergonomic Seam Ripper\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Long Handled Seam Ripper\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Short Handled Seam Ripper\n            </span>']",Dritz,84
B0001DUJI4,"Omnigrid Ruler Value Pack, 3 Sizes: R1, R12, R48G",Arts_Crafts_and_Sewing,"['This Omnigrid ruler set contains one each of 3 Omnigrid quilting rulers (1x6"" and 6x12"", 4x8"" with grid) to execute a variety of measurements. To clean: Warm water with a few drops of mild dishwashing detergent. Use a soft cloth and rub gently. Occasional dusting is recommended. To remove glue or sticky surface, use household rubbing alcohol with a soft cloth and gently rub.']","['Edge markings for accurate measuring', 'Heavy-duty durable acrylic material and laser cut edges for smooth, deep cutting', 'Patented double-sight lines that show up on light and dark fabrics']",Omnigrid,9541
B0001DUAB0,June Tailor-Quilters Storage Tissue,Arts_Crafts_and_Sewing,"['June Tailor-Quilters Storage Tissue. Protect fabric from a potentially acidic storage environment. This tissue helps prevent fiber breakdown and fabric discoloration in folded or creased areas. This package contains twenty-four 20 x 30 inch sheets of tissue that preserves quilts, heirloom clothing and other fine cotton fabrics. Made in USA.']","['Acid-free tissue preserves and protects quilts, heirloom clothing and other fine cotton fabrics.', 'Helps prevent fiber breakdown and discoloration in folded or creased areas.', 'Instructions included.', '<span>\n        <a href=https://www.amazon.com/gp/sign-in.html?ie=UTF8&ref=&email=&redirectASIN=B0001DUAB0&disableCorpSignUp=&path=%2Fgp%2Fcoupon%2Fc%2APK6CRT5BVH6KFA2KWAJZXU70VKG&redirectProtocol=&mode=&useRedirectOnSuccess=1>Clip this coupon</a> to save 5% on this product when you buy from Amazon.com. \n        \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/APK6CRT5BVH6K&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",June Tailor,9714
B0001DUTAW,Gutermann Sew-All Thread 1094 Yards-Black (24357),Arts_Crafts_and_Sewing,['This polyester all purpose thread guarantees optimal sewing without fiber lint and seam crimping with the finest needles. Strong and durable seams result from the high tear and abrasion resistance of this thread. Perfect for use on natural and synthetic fibers.'],"['Jumbo Spool. 100% Long Staple Polyester. For All Purpose', 'Hand Sewing and Machine Sewing.', 'Perfect for use on natural and synthetic fibers']",Gutermann,4764
B00026UUW0,"Xyron 250 Refill Cartridge, 2.5&quot;X20' Repositionable","Arts_Crafts_and_Sewing, Scrapbooking, Stickers_and_Sticker_Machines","[""Acid Free repositionable adhesive refill cartridge for use in the Xyron XRN250 2.5-inch create-a-sticker. Keep several on hand so you never have to miss an engaging moment of sticker making! Repositionable feature allows you to move items before final application. The XRN250 from Xyron works without heat, batteries or electricity, so it's clean and easy.""]","['For use in the Xyron XRN250 2.5-inch create-a-sticker', 'Contains 20-feet of acid-free repositionable adhesive', 'Easy drop in cartridge', 'Allows you to place, remove and replace your items before final application on your project', 'Perfect for all papercrafts, school projects and more', '<span class=""a-size-base a-color-secondary"">\n                AT255-20 (Available on Amazon) 20&#039; x 2.5&#034; permanent adhesive refill cartridge\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                AT256-20 (This item) 20&#039; x 2.5&#034; repositionable adhesive refill cartridge\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                XRN250  (Available on Amazon) Machine needed to use refill cartridges\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                XRN500 (Available on Amazon) Create-A-Sticker Max for items up to 5&#034; wide\n            </span>']",Xyron,63
B00026ZEDK,Snazaroo Face Paint Ultimate Party Pack,Arts_Crafts_and_Sewing,"['', 'Suitable For Sensitive Skin - Snazaroo face paints are specially formulated to be friendly to the most delicate skin and are fragrance free. All Snazaroo face paints have been reviewed by an independent professor of dermatology and professional toxicologists.', 'Washable - Snazaroo face paints are all water based! This makes them as easy to get off as they are to put on. Simply remove with soap and warm water; there is no need for scrubbing or harsh removers.', 'Easy to Use - A face painting guide that includes designs that can be achieved in 3 easy steps is included.', 'Made in the UK - All Snazaroo face paint is manufactured in the UK using only approved ingredients fully compliant with the US Food and Drug Administration (FDA) and toy and cosmetic regulations, and are non-toxic!', 'Our ultimate kit for any occasion. It features 12 vibrant colors, 2 glitter gels, 2 brushes and 4 sponges. There&#039;s also an easy step by step guide to help you transform children into wherever their imagination takes them - from animals to a dinosaur or a even a superhero!', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/fc209611-ae6a-4dc4-abea-78c9bae8c2bf._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/bb0035c7-c73f-4535-8875-eb67b8f053ec._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/0f6f979f-a3cb-4ab1-b2b2-bc5b922e6f30._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/20f83e5e-83a5-4473-b9d1-023c771c6ebd._SL220__.png"">', 'Available in 12 colors, the water-based paint is suitable for sensitive skin. And when the funs over, removing it is quick and easy with soap and warm water. Snazaroo Brush Pens are set to change face painting with a brilliant new twist. Check them out below!']","['Suitable For Sensitive Skin  Snazaroo face paints are specially formulated to be friendly to the most delicate skin and are fragrance free. All Snazaroo face paints have been reviewed by an independent professor of dermatology and professional toxicologists.', 'Washable  Snazaroo face paints are all water based! This makes them as easy to get off as they are to put on. Simply remove with soap and warm water; there is no need for scrubbing or harsh removers.', 'Easy to Use  A face painting guide that includes designs that can be achieved in 3 easy steps is included.', 'Made in the UK  All Snazaroo face paint is manufactured in the UK using only approved ingredients fully compliant with the US Food and Drug Administration (FDA) and toy and cosmetic regulations, and are non-toxic!']",Snazaroo,2838
B00028DK0M,"Darice 9180-06 Unfinished Cigar Box, 8.375&quot;x8.125&quot;x1.75&quot;",Arts_Crafts_and_Sewing,"['This unfinished cigar box is sanded smooth and ready to be finished with paint, stain, fabric, ribbon, decoupage, and much more. Store all of your treasures in this one-of-a-kind keepsake. This product weighs 0.53-pounds. Measures 8-1/2-inch length by 1-4/5-inch width by 8-1/2-inch height.']",[],Darice,3264
B0002HLHEE,"Tombow 52180 MONO Aqua Liquid Glue, 1.69 Ounce, 1-Pack. Dual Tip Dispenser for Precise to Full Coverage Application that Dries Clear.",Office_Products,"['This amazing applicator features dual applicators in one ergonomic dispenser. The pen tip is for small areas or fine lines of glue. The broad tip is for large areas. It applies a strong permanent bond that goes on clear and dries clear. It is ideal for embellishments, photos, cardstock, poster board and much more.']","['Pen tip is for small areas or fine lines of glue. Broad tip is for large areas.', 'Glue is acid-free and photo-safe', 'Glue is 100% washable', '1.69 oz. dual applicator that is leak and clog free']",Tombow,3225
B0000302YN,"Dremel 290-01 0.2 Amp 7,200 Stroke Per Minute Engraver includes Letter and Number Template",Tools_and_Home_Improvement,"['', '<b>Features and Benefits</b>']","['N/A', 'Imported', 'Engrave, decorate, or personalize a wide variety of materials', 'This handy tool includes a letter and number template for infinite artistic possibilities', 'It also features a soft-grip body, replaceable carbide engraving point, and variable stroke control', 'Ideal for decorative engraving or adding security by personalizing your valuables', 'Engraves on metal, glass, wood, plastic, and ceramic', '5-position calibrated stroke adjustment dial regulates engraving depth', 'Includes replaceable carbide steel engraving point', 'Letter/Number template included']",Dremel,2348
